text,sarcasm,sentiment
knew french fries came salads pittsburgh good pizza looked tasty service helpful find itnnthe pepper steak salad pretty good get ranch instead get plate garlic knots theyre best thing therennand comment helpful service went pay bill windy leave table instead went inside nomans land no person working could found good three minutes stood bill hand mean kind place dead empty wait staff bartenders person worked long lunch rush seems odd,non-sarcastic,positive
not bad place grab bite lunch service kind slow dont plan quick not many options food surprising since many office complexes nnoverall not bad,non-sarcastic,neutral
inside vincents distinct smell walltowall carpets fried food not necessarily bad certainly pungent im glad came nice afternoon deck open nnwe split fried zucchini delicious sliced really thin homemade marinara dipping got buffalo chicken sandwich dining companion got italian calzone good fresh ingredients lots portions absolutely huge nnoverall service fine no major issues good place casual dining good bar food,non-sarcastic,neutral
overpriced slow service food decent,non-sarcastic,negative
expensive slow good food dont mind wait check,non-sarcastic,neutral
food mediocre service lousy im sitting right water done eating min,non-sarcastic,negative
service good probably worse pizza ive ever couldnt eat,non-sarcastic,negative
went dinner july tight quarters inside nice outside covered inviting bar parking lot full potholes wont take much fill small stones nothing done years would nice customers fill potholes nfriendly staff ordered italian hoagie wife spinach ravoli waitress nice never asked refill drinks hoagie dry min meat bun ok wife liked salad avg food tight spaces service could attentive probably wont go back,non-sarcastic,negative
moved area looking go spot vincents isnt going food wasnt great ok italian sausage prices reasonable got food timely manner no personal customer service sat bar literally no attempt dialogue except get order no options ill go back thats may try pizza delivered,non-sarcastic,neutral
stumbled place friday night place moderately busy seated right away server friendly service pretty slow considering many servers working ordered artichoke hearts start recommend staying away around obviously come parmesan cheese sprinkled top rest food however delicious ordered spinach pizza white sauce italian calzone huge pizza one best ive,non-sarcastic,neutral
great oldschool donut shop delicious donuts even still tie boxes,sarcastic,very positive
holy mother donuts place amazing daughter stop every friday morning honestly highlight whole week donut holes die everything good like reviewers said get early go fast,non-sarcastic,very positive
old fashioned sour cream bavarian filled glazed cake omg good seriously little shop right middle neighborhood imagine temptations living close intoxicating smells waft morning nnwe got minutes thinking would open already people line doors finally opened minutes guess cant rush something wonderful dozen tasty gems carefully chosen better give us dozen doughnut holes every last bite terrific hope realize lucky,sarcastic,very positive
back mom bought donuts really stale next day called mentioned something didnt even seem care like try support local business attitude like showed no use doesnt seem real set hours never know open,non-sarcastic,very negative
pennsylvania turnpike caught good day typically unbearable narrow worndown roadways cluttered wide loads various forms temporarily mitigated periodic signage noting pa turnpike tolls suspected reason free ride major highways pennsylvania shut due persistent piles snow still hey im not complaining,non-sarcastic,neutral
write review turnpike everyone hates itand unfortunately drive frequently word road daytime not raining thank later mentioned others road not best shape seems like every couple miles theres construction not anyone working hey still slow another roadway mph drives certain spots others luckily havent speeding tickets herebut warning aware toll booth operators ok part get evil attitudes like im sorry disturbed youbut lady youre one open ill make sure sign ez pass bypass younnand price back college frequented road pittsburgh philly back believe amount one way nowone way goodness dont know pricebut lets put perspective drive one way isnt even halfway point philly nnin theory bypass turnpike driving road impassable snowing arent many rest stops pa knows no choiceand charge whatever turnpike nnfyi prices scheduled go jan toll booth operators clueless much increase one toll booth operator snippy asked oh well,sarcastic,negative
darrens recent review kmart got thinking place way recently stopped look place eat man talk dead mall parkway center mall even listing id twice back heyday back chichis thankfully never ate hepatitis scare david weis syms etc nnnow mall mainly deserted one floor still open even thats got vacancy rate surprisingly remains seems good business kmart okay giant eagle phantom attic alive well pittsburgh sports deli thats not eatery either sports memorabilia store nnthere wasnt much reason linger though soon left went olive garden lunch,non-sarcastic,very negative
depressing shell mall nni remember mall go kmart joann fabrics chichis giant eagle nnhell chichis dont even exist anymore im not sure kmarts still business nndead malls sad reason walking mall creepy though,non-sarcastic,very negative
truly worst mall america going like time machine though store called nails goodness place even still standing one im pretty sure built old mine dig something mom told feel ground move yikesnnthe sports deli actually gem store though man rent cheapnni got give shout petland think thats iswas called pet store mall got maltese pup years ago great dog,sarcastic,very negative
honestly dont consider place mall consider entryway use get kmart sadly stores left still lingering around hey im sure rent reasonable considering land falling apart calling mall like calling athlete simply isnt true lists name stores fingers still left need go somewhere else,non-sarcastic,very negative
oy vey stay away theres nothing see kmart phantom attic lottery place mall dead deader dead dead dead,non-sarcastic,very negative
certainly stayed worse places generally didnt cost per night nnto fairthe place clean temperature good small old carpets threadbare places no restaurant no obvious nearby place eati ended driving around found something nnthe people work friendly previous reviewer wrote got managers happy hour arrived right end fitness center pool reach fitness center pool going outside though middle february thats not attractive nnthe mall nearby not really mall got giant eagle kmart businesses seem closed even atm boarded really not good sign,sarcastic,negative
not bad place good badnnthe bad light room didnt work not close pittsburgh hotel requires updating nnthe good hotel great price gym huge hotel standards large locker rooms decent free continental breakfast morning free two drink happy hour evening friendly staff free shuttle events city nnoverall would stay,non-sarcastic,neutral
husband stayed best western parkway center inn u concert heinz field realized room going extremely small based reviews think taken aback small really hotel clean inside outside although room narrow corridor joining room another room clean updated nice flat screen tv bath n body works products use home best part hotel free shuttle concert hate drive traffic parking would cost us pretty penny staff wonderful friendly accommodating apparently free breakfast amam told didnt get take advantage since overslept also pool missed werent hotel long enough get take advantage free wii fi nice purpose stay place sleep purpose hotel served us well however intend staying extended amount time hotel would suggest elsewhere quaint room made feel claustrophobic well arent places eat near would stay reason place crash concert something similar wouldnt recommend staying family facility size unless get bigger room couple rooms,non-sarcastic,neutral
stayed effort cut costs competitors always trying cut costs werent disappointed room clean fridge adequate size microwave coffeemaker plus free internet another bonus relatively close downtown area without part congestion decor pretty neutral nice surprise staff also pleasant friendly,sarcastic,positive
rooms laid weird cost rooms not worth also not many place eat around hotel,non-sarcastic,negative
yeah yeah yeah know go olive garden pittsburgh many great local italian places hey convenient food decent lunch olive garden aint bad pinch business go near airport stopped basic spaghetti meatballs marinara sauce not bad wish cups soup cos zuppa toscana mighty tempting nnokay admit like olive garden husband better not take date night,non-sarcastic,neutral
hate olive garden makes laugh ask everything wonder goes minds say microwave awesome job im town days im hung dont know else eat olive garden gourmet wont find olive garden back new jersey,sarcastic,negative
service great food average parking bad,sarcastic,positive
normally dont like chain restaurants like eating olive garden greentree food pretty good service always excellent although not first choice still quite okay,non-sarcastic,neutral
ordered food believed gluten free within twenty minutes started symptoms sick two days believe food may gluten free cross contamination caused problem experience another pittsburgh olive garden restaurant concluding may not careful cross contamination,non-sarcastic,very negative
avoid costs diluted wine water food mushy charged marinara sauce without informing us beforehand injustice would taking place typical big corporation cut costs last nickel inflate prices ceo fly private jet landing eat real italian restaurant purchase new bentley year nnvisit deblasios restaurant twice portions much cheaper experience restaurant ever,non-sarcastic,very negative
born raised italian family im pretty darn picky pastas gravy tomato sauce unknowing great grandmothers sauce first remember never opened make sauces always using tomatoes canned mason jars simmered sauces every seed melted away mothers sauce bit thicker using puree paste base later adding whole peeled tomatoes garlic fresh basil sauce cooks velvety pasta sauce jarred sold super market review olive garden seriously really no admit good fit really really needing pasta fix want eat breadstick salad sauces overly rich dont mean tomato sauces mean sauces put pasta chicken beef fish let real italian pasta never main meal italian supper pasta normally first course never served meat including meatballs thats american fortune cookies pasta comes protein includes meatballs finally im done snooty italian looks upon olive garden got frustrations readers seriously want good italian food hit really good neighborhood family owned italian restaurant service better cheaper wont go big conglomerate charges plate pasta one cheapest food serve oh two stars pretty good bowl pasta pasta beans,sarcastic,negative
ten minute wait easily tables open surprise lunch time passed six tables empty clean beyond,non-sarcastic,very negative
although walked hesitation less great stay holiday columbus oh forever grateful chad worked magic secured suites coworkers literal nightmare booking nearby clarion misrepresented hotwire fabulous hi ive seen anywhere service fantastic boot newly renovated space used best western love lobby rooms free wifi shuttle service free breakfast fact elevator always waiting lobby im ever back neck woods id happy stay keep good work guys gals,sarcastic,positive
beautiful hotel exterior lobby clean spacious rooms lots closet space fitness hours extended pool hours ampm great complimentary breakfast close tons chain restaurants fast food couple familyowned italian restaurant vincents delicious loved location access parking convenience friendliness staff almost perfect nn downside thats instead star rooms dark every light still pretty dark cloudy day probably doesnt bother people come back hotel sleep not unlike hotel rooms seems dark not enough light read unless bathroom,sarcastic,positive
hotel adequate stars hotels internet connection ive stayed twice one week times frustrating terms wi fi connection drops numerous times one session connecting chore terms smartphones dont even bother iphone refuses fully connect ive tried everything stay hotels continuously throughout year hotel worst internet configuration allnnthe staff great helpful someone travels business wi fi connection crucial experience,sarcastic,negative
perfectly aok place friends mother suggested not stay shady didnt give crap lovely view woods wish gotten back early enough check lounge every guy going see boss concert night staying got see much denim would normal stay second floor though first floor looked way nast nn though ot since id left nyc happens judgement thrown askance,non-sarcastic,neutral
used holiday inn clarion hotel conference center needed find place not far heinz stadium reasonable price paid per night place experience started poorly walked two lobby tvs tuned judge judy front desk employees viewing pleasure employees watching reality tv business hours really puts hard get attention front desk staff middle pizza order two staff working front desk third suggesting toppings pretty funny one clerks started set room another phone pizzeria kept interrupting process pizza questions side third clerk assisted pizza order wife pointed extreme cleavage not want get lost hard time understanding clerk setting room tended mumble assert better responding pizza order questions finally got room headed scary elevator th floor way felt sort slum kept looking gang tagging room adequate believe renovated room motel would upgrade whoever renovation really poor taste quality work terrible swimming pool swamp not kidding sure frogs living good time next morning went front desk time morning clerk personal call gave angry look felt interrupting call not even hang put phone side answered question continued conversation nnpersonally think hotel would great horror movie hollywood contact place needs knocked management tighten staff improve construction quality construction track suspect something wrong get staff really gracious customers people need jobs assure proper management great job dont stay per night price due breakfast offered personally would not stay fix place reason dont feel ever happen something feels wrong perhaps clarion stopped remodel due economy,sarcastic,very negative
oh dear lord feel bad tour group japan place dumps rooms supposed floor nope different floors took rooms rooms not dirty one bed unmade day drunk frat rats avoid,non-sarcastic,negative
place ok little uncomfortable theres water damage corners ceiling looks pretty creepy stains walls ironing board overall ok bathroom freshly stocked toilet shower clean functional bed seemed comfortable enough lay head night tv worked fine well continental breakfast ok little lackluster place pretty much centrally located great ok stay may stay theyve completed renovations,sarcastic,negative
umm lol seriously read reviews place like noooo cant bad ha spot like mad cheap really nnfirst check notice undergoing much needed renovations checkin seamless get room reading reviews know check beds immediately first bed legit hair im pulling covers back second bed find two right folks obviously left last guest intentionally warn next occupants sheets havent alone checked mean really couldnt lease made look like go desk make aware issue apologetically get us another room room better evident way beds made room cleaned elevator desk stuck rd floor lol death trap take stairs thank god warned lol seriously,non-sarcastic,very negative
fine staying short time pittsburgh thing really bothered besides really loud people night first night really thin walls no fan bathroom got really steamy really quickly way let steam opening door tell bathroom updated although sink little high ft girl front staff really friendly checking checking pool clean part bed firm pillows soft brought pillow sleep better hotels perfectly fine lay think location great easy find close city wanted fine place spend nights sightseeing around pittsburgh,non-sarcastic,neutral
technically clarion hotel think name wrong page nnid like start saying im not much complainer could given stars would nnso way room passed vending machine water underneath assumed leaking brushed dont care much little things like especially since sleeping great hockey game bar crawl came back hotel got ready bed absolutely no hot water shower cold wouldnt even consider hopping really quick late let go decided try morning woke thing point fuming need shower mannnso put angry pants headed hall towards elevator right front elevator door water fall pouring ceiling third floor hell pretty much thinking point well shower considering walk continue quest soon elevator doors open first floor see hallway flooded carpet squishing beneath feet way front desk angry people beaten apparently pipe burst day neglected tell us checked mad managed get bill made call check us another hotel would insisted whole bill paid im really bad mean people never stay branch hotel,sarcastic,very negative
rented two rooms one king bed one two doubles room king fantastic room doubles heater wouldnt stop blowing cold air graveyard nnwe asked promptly received different room one cleaner still heater issues nnthe front desk helpful providing local restaurant recommendations giving change larger bills continental breakfast free room one plentiful spreads ive hotel nnwed stay well sure call ahead make sure front desk checks rooms cleaned first,non-sarcastic,neutral
checked rooms see like moldy ceilings musty smells unclean rooms huge renovation job shut discounted thank god hotwire gave us refund,non-sarcastic,very negative
nightmare ghost town needles parking lot lobby hotel room undesirables hanging around asked see rooms checking given key room filthy saw sticky note bedbugs bolted fast possible,non-sarcastic,very negative
im not sure even give place one star fair room clean comfortable seem entered time warp though furnishings bedding not ive seen place rated stars websites id like know first approach hotel looks closed write obviously enter side entrance hand written signs room right inside doors hallway looks wreck oh construction dirt filth stains everywhere electrical wires exposed smoke detectors hanging look wonder world passing codes saidthe room not without faults lights bathroom sink not work shower not work well tv definitely model wireless internet joke nwhen reported bathroom issues said would move us another room since staying nights thought would stay maintenance look morning informed maintenance would not tomorrow evernwe told lady working front desk hotel pretty scary reply yeah get lot,non-sarcastic,very negative
ah yes yet said clarion greentree commonly known hotel perpetual construction check reviews folks sure wish youll see place construction least four family im sure countless others initially trouble even finding place humble ask directions nearby doubletree hotel even directions drove right past clarion no hotel signs arriving night building completely dark no parked cars visible road entire front building boarded upnwhen located correct driveway approached construction zone represented entrance hotel saw tiny sign directing us temporary lobby back hotel makeshift lobby consisted hotel room clerk sitting desk clerk initially could not locate reservation computer found soon dug luggage find copy confirmation given room second floor thus walked past stairwells closed endlessly drying wet paint outoforder leaking ice machine located elevator well let tell folks disneys tower terror ride less frightening elevator looked like one service elevators public never sees floor covered dead bugs ceiling holes leading conclusion someone must taken globes ceiling lights dumped dead bugs onto got room carpet covered nasty grease stains wanted keep shoes preliminary check beds found stained sheets thankfully no bugs also checked free wifi signal found completely useless maybe thats desk clerk couldnt locate complimentary breakfast morning like scavenger hunt look clues small paper signs hallways adventure actually took outside hotel back another part building thankfully wasnt raining like night realized entered main construction zone outside route must passable route dining areanthere yet another sign outside dining room said something complementary breakfast strange phrase gratuity included inside dining room least two tip jars ive pretty trashy hotels travels ive never seen tip jar dining room ive also never hotel dining room looked like bomb gone drop cloths power tools sorts debris got line grub learned attendant earned tips help patrons identify food person front inquired links dutifully informed represented turkey sausage adding clarion cares health im not kidding could make something like anyway tried socalled health food hot alternative french toast not want syrupy food morning guess sausage kind sugary additive make links taste like syrup real healthy right thus ended getting cup coffee returning room pack coffee okay conclusion would not stayed greentree clarion not made prior reservations not coming back midnight following music festival rained day plus used loyalty points room couldnt even request would shut place apartment building dept homeland security would never even consider housing immigrants course welcome pay upwards hundred bucks night stay,non-sarcastic,very negative
far worst hotel experience ive ever wasnt massive construction going nothing accommodate put us dirty floor exposed ceilings spackle everywhere lights broken room filthy nnthe second room air conditioning unit wouldnt reach outlet rendering useless middle summer no toilet paper water bathroom floor nnthe children working front desk located hotel room gave worst customer service greeted attitude couldnt manage pull away conversation long enough even check timely manner nnthe worst not stay,non-sarcastic,very negative
wish could give place negative stars begin begins no signs saying hotel goes temporary lobby room turned office whole place construction wouldnt bad gosh crap everywhere leads us elevator norman bates would even say creepy marked two different hotel names top holiday inn ramada room not worst worst decor nice bed hard rock shower isnt even properly installed really wish would looked yelp booking buyer beware oh yea knew construction booked june promised construction would done hand extremely disappointed,non-sarcastic,very negative
say place several good experiences several bad experiences years get see service hit miss depending working feel bit expensive quality food get place small especially counter area,non-sarcastic,neutral
really good bagels stopped bagel tea place crowded line moved quickly good grains bagel cream cheese shmear delicious love green iced teannthis place tiny get not get go soup bagel sandwich past enjoyable,non-sarcastic,neutral
always heaven go ithaca new york ithaca bakery listen tell go website request demand beg anything get open one pittsburgh seriously whole wheat long island bagels pretty damn fine boiled baked little darker bagels doused garlic onion poppy sesame seeds incredibly delicious theyre california granola bagels whole grain hearty italian bagels like mini loaf italian bread covered oregano basil rosemary garlic put olive oil raw dough nnokay miles southwest pittsburgh no visible sign decent bagel place well thats not entirely true einstein brothers good bagel not great bagel ithaca bakery different vegetarian sandwiches good luck trying find anything like nnwhen enjoy meats choice nova lox shmear tomato onion whole wheat bagel not exactly low cal meal later found whopping calories grams fat even lite cream cheese calories grams fat whole grain bagel hummus nni say pretzel bagels rather good nice crust crunch salt chewy center makes awesome pizza bagels pretty expensive bakers dozen container cream cheese bucks town pizza joint every corner italian restaurant every community youd think someone would open authentic bagel place unique flavors varieties,non-sarcastic,neutral
crock thin bagel get mostly cheeseit doesnt look like picture website depicting load asparagus smothered full definitely not worth price nthis one greentree,non-sarcastic,very negative
stopped yesterday morning attending offsite training session typical starbucks way back bought new starbucks via instant coffee try office via not taste like brewed coffee starbucks loses one star,non-sarcastic,negative
barista super sweet told wanted something new fountain information made lot great suggestions told wing went caramel brulee two pumps white mocha also gave discount awesomenni used netbook sat starbucks ampm headphones zoned comfortable wasnt disrupted allnnit seemed get busy pmpm want stop location make sure get earlier grab seat,sarcastic,very positive
worst effin starbucks block baristas suck making drinks horrible customer service always screw orders dont understand theyre lazy understand comprehension level low lack education though hate job dont take loyal customers life sucks get one job starbucks right not hard,non-sarcastic,very negative
came quick breakfast way hotel fallingwater regretted decision long lines poorly trained staff former employee know staff roles approximately long take receive drink staff not trained clear overwhelmed crowd took minutes receive order customers front order incorrect ordered small coffee medium latte croissant sausage breakfast sandwich know sausage sandwiches heat seconds oven cant comprehend took long get order would never come also received warm cheese danish instead croissant first warm creamy colored goo middle extremely unappetizing second looked dejected pointed ordered croissant almost not recommend,non-sarcastic,very negative
not exactly fan location however tend frequent work location always leave unsatisfied baristas not friendly im always always always made feel like im stupid seriously im ordering coffee gave masters degree things brewed theyre rude rude ive never issue order accurate although ordering coffee people im not asking recite address latin backwards asking coffee congrats getting right also add everytime go store smells bad real bad not like delicious aroma fresh brewed coffee no no know febreze commercials take disgusting atmosphere smell throw poor unsuspecting victims test area yeah like no febreze nnto sum would suggest youre area need starbucks life take extra steps go one corner th penn people super friendly gave free coffee new years day way work realized forgot credit card ordered coworkers nice smells like coffee shop smell like coffee whoa mind blown,non-sarcastic,negative
market slowest inaccurate starbucks ive ever write order cup still get wrongi saw wrong orders including mine minutes spent waitingi th line,non-sarcastic,negative
wish someone written review place would not gone matter background originally los angeles experienced excellent nail salons much cheaper prices dont know manicures pedicures expensive pittsburgh thats really different path rather not venture anyway place really small hardly nail polish choices costs manicure pedicure decide go take advice take nail polish picked opi nail polish poured acetone nail polish make thinner hate guess way cheap not taking new nail polish end result bubbles nails less hours later noticed one nails already chipped make matters worse hot water not working properly gave manicure pedicure pure cold water positive thing found place accept credit cards,non-sarcastic,negative
regarding sharis review went wouldnt even accept debit card older woman not think knew use machine ended going across street pnc using atm not top quality work def charge level work thats bc rent high downtown average price nails though doesnt hurt alot places better price convenient location would go back needed last minute job def not first second third choice,non-sarcastic,negative
guess last good review princess nails unfortunately worst possible thing happened one eyebrow slowly growing back idea pencil eyebrow everyday starting get nnunfortunately dont know happened michelle going blind okay obviously left completely eyebrows someone else fix botched mine cried found fetal position im no longer going back nni know people days bad,non-sarcastic,very negative
far worst shellac manicure ever went lunch break quick mani first woman rushed manicure im not sure type sanitizer instruments kept pulling things drawer manicure quick not thorough started paint nails kept fix rush took polish nail pushed hand uv dryer went put top coat shellac put foundation coat nails realized wouldnt fix saying fine entire process eyebrow waxes would forget process also kept forgetting turn uv dryer point walked away turn not go could give stars would,non-sarcastic,very negative
adequate could best area definetely not new york league space best thing large new beautiful decor good products like bumble bumble also push kerastase dont like value prices high mixed results ask much experience people people little experience less one year think nicolette best good experience great job tried owner jim hair came brassy orange instead blonde came back fixed handled poorly something desired customer service overall definetely subpar treatment front desk others,non-sarcastic,neutral
reason like salon ive finally found stylist cuts hair okay kara used go one grandma salons old women go cuts hair cheap even got discount student however since closed hadnt able get decent haircut pittsburgh ive wait go back california cut hair ive actually tried salon prior getting kara left unhappy hair looked like hadnt cut pay however decided give mcn another try get appointment kara based yelp reviews not disappointed didnt require lot instructions regarding want cut hair way wanted even better love,sarcastic,positive
got good haircut months ago onestar review not intended stylists response strict policy salon products makes pretty mad couldnt known recommended wrong product without trying tried wont refund purchase catch came buy replacement normal bumble bumble curl creme thick hair told receptionist bumble defining creme fine curls new packaging product seemed weird begin curls nope totally different doesnt work used twice figured im stuck expensive product cant use called bumble bumble told product use discontinued previous salons cities would honored return situation wont back mcn,non-sarcastic,very negative
decided mcn based yelp reviews moving pittsburgh unfortunately not great experience others ended getting probably worst haircut id years ended good inches shorter discussed stylist addition took fact work professional office mean wanted ugly boring haircut taken almost year grow back length admittedly complained im wuss nnadditionally experience salon left much desired went late morning weekday little girl around nanny apparently mom regular customer little girl getting haircut cried screamed minutes know kids kids dont blame little girl scared cranky blame salon not finding way girl not disrupt entire salon taking back room taking outside calm not allowing children adult supposedly highend salon etc something supposed treat turned headachenni not back seems like others great experiences,sarcastic,negative
first place pittsburgh gotten hair right courteous front pricing structure location extremely convenient elevator little sketchy inside salon lovely scheduling second appointment right,non-sarcastic,very positive
pleased service get mcn ive customer several years sara k hair shes good puts craziness purple awhile also fine go back brunette self love stylists theyre friendly find price comparable highend salons atmosphere trendy hip salon always clean owner superfriendly usually working nnhighly,non-sarcastic,very positive
st time got hair tonight im oxymoron work cosmetics professional makeup skincare access wonderful anti aging lasers botox fat melting machines hate wearing makeup getting procedures done let hair grow without visit salon long overdo im still little tomboy climbing trees guess low maintenance weekday bust fabulous night nnthe point let hair go quite awhile groupon came yesterday made much needed appointment already scheduled groupon day appointment got great haircut triple score plus pets hanging quadruple score places bring pet work super cool like laid back implication business nnheather stylist hit amazingly gave advice skin treatments would right explained kind cut would best asked extensions curious try said clip ones would better hair type appreciate gave truth straight dont want hair getting damaged things done gave modern chick look love soft wavy romantic look straighten pull chunkiness edgier look thanks heather easy manageable prices seem pretty standard type place around per haircut cant wait see next,sarcastic,very positive
salon nice people great not impressed haircut mediocre highlights much worse didnt even cover roots dont know much hair place went moved always made great suggestions chose highlights perfectly suited skin color season mcn failed big way,sarcastic,negative
new city went panic finding new hair stylist sf boston plenty reviews choose pittsburgh didnt many let alone stellar reviews salons time colored hair didnt want let anyone put foils scissors near head finding new hairstylist like game russian roulette either safe really screwed really salon ranked high search neighborhood gambled scheduled appointment sara salon located near whole foods starbucks walgreens use borders clean spacious open nice views overlooking great job continues im loyal like consults first doesnt deviate agree upon demeanor professional friendly waiting color process mcn outlets plug computer pass priced another nice thing mcn occasionally give free goodies thank holidays certainly important little things count well say though seem little pushy product product may not even best one hair know salons make great profit product show salon ruin experience mcn awesome haircutcolor treatment,sarcastic,very positive
first haircut pittsburgh absolutely one favorite cut heather one senior stylist completely adored personable constructive advice hairstyle definitely able come perfect style frame face listening wanted picture wasnt even necessary definitely would recommend also salon beautiful gorgeous view staff super friendly,non-sarcastic,very positive
soi sold mcn salon year ago found yelp reviews really sold one point clean upscale hip last haircut im going suck make minute drive back old stylist peters feel like theyre trying upsell entire time products services example wanted eyebrows colored probably would added stylists great dont get wrong dont feel like im pampered focused im last time stylist working different people getting cut color therefore left junior stylists wash dry hair time stylist working different people no problem dont know tip end feel like main stylist actually little long run nplus told stylist first visit dont want think hair stylist designer every time come want different hair cut want never hear say trim like last time please trust make look whole past year gone sadly given haircut times hate im not hair stylist know people stuck old ways never like change hair however not love getting new hair cuts love going long short growing like change especially seasons give edge make look sexy never feel way leaving every time gone cut color feel like gotten expensive every single time dont know im charged forbut first session little past time like said go cut color dont understand appointment weeks weeks actually bought sessions say ill cant wait going back stephan peters thats worth drive price experience feeling newness pretty confidence,sarcastic,negative
excellent salon went kara curly hair nicolette not available first visit recently moved pgh used yelp reviews help pick perfect friendly professional gave exact cut color asked id imagined better head knows curly hair cut manage style rare feel confident stylist absolutely worth no complaints thank yelp,non-sarcastic,positive
booked hair apt reading reviews yelp hoping id find place get hair cut moving pittsburgh nj maybe hairdresser booked appointment not great experience im nurse works mostly day shifts value sleep styling hair morning tried articulate wanted hair cut required minimal styling part hairdresser immediately shot asking expected hair look nice wasnt willing put work berated not using styling products id rather sleep nnnow maybe people feel differently hair wanted cut allowed minimal styling part wasnt asking trendy needed different products round brush flat iron order recreate ended getting almost exact cut going inch shorter oh also told cut coming wasnt entirely flattering blunt ends funny ended thing nnthis experience definitely made decide never go back expect little bit better service little bit nicer treatment oh somewhere isnt constantly pushing products,sarcastic,negative
went hair model coloring class impressed stylist margeaux friendly knowledgable talented seated chair offered water getting hair colored another stylist offered brownie turn talked color wanted go process began margeaux quick efficient hair washing always favorite part felt amazing blow dried hair finally got see finished product happy definately back requesting margeaux although got see models finished hair well im pretty sure every stylist super talented,sarcastic,very positive
newly relocated pittsburghs east end miami wasnt sure turn hair nervous finding talent especially since last hair appointments new city less stellar experiences worried would never find another stylist par super star miami couldnt let worry prolong inevitable however grey starting peek ends beginning split anyone would asking around reading reviews online praying upon leaving mcn salon hair cut colored perfection tell prayers answered reading positive reviews sarah yelp decided book although long classic hair watched work variety clients color processing vision talent seemed limitless watched style young child punk rock female older traditional man cool watch use talent shape individuals cut preferred style preference hope chair dont always get phenomenal price full color hair cut blow blown away dont remember last time left salon complete package less nnfrom checkin consultation payment yes rebooking exceptional experience looking salon stylist pittsburgh look no mcn salon sarah,sarcastic,positive
going mcn salon years since moving east end went many salons barbers trying find stylist listened responded great technique kara hudson person mcn quite time not friendly stays task always listens new styles want try consider monthly week visits highlight recently involved philanthropic efforts pittsburgh kara donated services product event promoting someone winner event hosted opportunity experience kara winwin around thanks kara staff front end shampoo gals owners always making feel like family time come actually tonight,sarcastic,very positive
ive going mcn salon years say truly fabulous salon pittsburgh decor gorgeous gives spa like tranquility hip vibe level service high beginning end stylist margeaux youre looking gorgeous hair go really takes time listen youre asking makes sure hair styled perfection leave recently decided cut long hair donate locks love im used long hair gave really cute cut showed style home though im nowhere near good youre looking great salon experience amazing hair go see margeaux mcn salon,sarcastic,very positive
ok experience mcn studio moved pittsburgh nyc relied yelp choose hair salon called mcn asked seen senior stylist receptionist recommended ashley booked cut full highlight nwhen got pleased look salon trendy clean good vibe met ashley pleasant enough although seems bit young senior stylist know credentials considered senior good job color didnt terrible job cut wasnt wowd talked entire time dont typically mind shes easy talk much conversation geared toward selling product nmy hair straight thin previously gotten stacked bob hate im trying grow best make better still stacked liking bit uneven found week later different stylist hair wedding fixed itnthe prices bit high area haircut highlight didnt full highlight partial wasnt booked didnt say anything im somewhat blame came nalso lot pressure come back weeks cant afford get hair cut highlighted every weeks dont know anyone goes line experience wasnt horrible wasnt great go back give salon second chance trying different stylist,non-sarcastic,neutral
im search best stylist comes curly hair nnheres met charming kara last week great consultation explained needed haircut intended curly hair layers not symmetrical wanted cut hair dry let best knowing stylist dont work way cut hair wet dried finished dry got cut thats bit short thats problem cutting curly hair wet shrinks dries really like itnnthe hair salon trendy busy time showed one weekday afternoon two bulldogs came walked hang back salon im assuming theyre owners dogs hung mirrored walls nice staff specially reception area beverages pastries,sarcastic,positive
wife went salon first time haircuts ashley margo haircuts pretty good satisfied haircuts honor rude person two year old touched plant placed waiting area came yelled said expensive felt really bad dog roaming salon getting peoples stuff not good idea allergic dogs people dont like dogs staff nice courteous though like services not going back owner no manners rude,non-sarcastic,neutral
ok coming since march finally feel ready review nni started coming mcn hair colored cut someone absolutely destroyed hair asked ombrue ended poop brown bleach blonde wreck next morning called mcn praying could fit corrective color got leslee afternoon nni linked pictures dont know work justice went patches bleached hair long ombrue id hoped leslee spent hours hair color involved dying roots correct color bleaching end pieces blonde toning blonde crazy yellow bleached golden nnshe took hacked long layers blended leaving much length possible already overwhelmed change color glad able salvage length nni left day hair cut color wanted first place grateful ive going leslee since think amazing job last time saw ended ditching ombrue going fall color wanted deeper brown red literally exactly asked nnive also gotten updo event ive never gotten many compliments long heavy thick hair stayed night ive never updo last well nnthe salon beautiful staff helpful leslee best highly recommend mcn leslee coworkers mine go happy well,non-sarcastic,very positive
go three stars coowner lisa lovely updo wedding people commented hair pleased results however less stellar experience getting makeup done airbrush not woman give sisterinlaw attitude wedding day didnt like make looking also spilled liquid formula white button shirt apologetic considering work face little nothing cover blemishes would not recommend getting make done,non-sarcastic,neutral
